State,District,Year,Season,Crop,AreaHectares,ProductionTonnes,YieldKgPerHa,IrrigationType,SoilType,FarmerBeneficiaries,MSP,MarketPrice,CropInsuranceCoverage,FertilizerUsageKg,WaterUsageLitres,Status
Tripura,Tripura District 2,2019,Kharif,Tea,9189,23909,2602,Tube Well,Laterite,4677,1934,2214,52.7,224,202551,Harvested
Meghalaya,Meghalaya District 2,2018,Kharif,Jowar,34145,33325,976,Drip,Forest,18657,1787,1798,55.5,142,282104,Standing
Assam,Assam District 5,2020,Rabi,Tomato,32059,39881,1244,Drip,Laterite,14536,1651,1855,66.8,55,285891,Harvested
Telangana,Telangana District 1,2018,Rabi,Turmeric,8589,27733,3229,Canal,Red,2363,2850,3157,53.1,101,214048,Harvested
Jharkhand,Jharkhand District 5,2021,Zaid,Cotton,28197,46750,1658,Canal,Arid,5864,1704,1475,76.5,216,246146,Harvested
Chandigarh,Chandigarh District 7,2021,Kharif,Potato,44024,133084,3023,Rain-fed,Laterite,21977,807,845,39.0,60,382750,Harvested
Himachal Pradesh,Himachal District 3,2022,Rabi,Banana,7975,4290,538,Rain-fed,Black,4226,1683,1434,20.5,124,71152,Harvested
Haryana,Haryana District 6,2019,Rabi,Potato,3004,3253,1083,Sprinkler,Red,1012,2628,3224,34.2,173,210014,Harvested
Tripura,Tripura District 3,2023,Rabi,Wheat,7988,19314,2418,Sprinkler,Laterite,1790,3665,3596,33.5,140,339745,Harvested
Nagaland,Nagaland District 5,2020,Rabi,Cotton,43987,79352,1804,Canal,Red,10115,1050,1149,74.5,240,464609,Harvested
Mizoram,Mizoram District 8,2018,Zaid,Tea,22156,24172,1091,Sprinkler,Red,13204,2775,2888,50.0,102,76982,Harvested
Goa,Goa District 3,2022,Rabi,Soybean,43220,91799,2124,Drip,Black,22932,2814,3166,20.9,192,239185,Harvested
Puducherry,Puducherry District 1,2019,Zaid,Wheat,37202,32923,885,Canal,Red,10873,1916,1639,61.8,242,542536,Harvested
Uttar Pradesh,Uttar District 6,2021,Rabi,Wheat,40035,44318,1107,Drip,Laterite,11369,2260,1963,39.3,66,432087,Harvested
Meghalaya,Meghalaya District 4,2019,Rabi,Jowar,42075,139857,3324,Rain-fed,Laterite,23027,2588,3099,27.2,148,479847,Harvested
Gujarat,Gujarat District 5,2018,Zaid,Tea,48884,139368,2851,Canal,Red,5928,1700,1786,74.0,178,321466,Harvested
Odisha,Odisha District 1,2020,Zaid,Tomato,26237,50453,1923,Sprinkler,Forest,9679,1231,1531,28.7,69,418435,Harvested
Tamil Nadu,Tamil District 3,2023,Zaid,Wheat,30169,19911,660,Canal,Laterite,11205,2538,2859,30.2,175,331942,Failed
Madhya Pradesh,Madhya District 3,2019,Rabi,Rice,6110,10399,1702,Drip,Black,2310,1814,1876,63.7,239,131292,Harvested
Tripura,Tripura District 8,2019,Zaid,Bajra,36257,63993,1765,Canal,Red,8477,1197,1066,70.1,221,121395,Harvested
Meghalaya,Meghalaya District 8,2022,Rabi,Wheat,49047,96132,1960,Tube Well,Black,23858,1261,1293,33.2,172,167595,Failed
Mizoram,Mizoram District 7,2022,Zaid,Banana,12565,8066,642,Tube Well,Red,4523,3730,4419,57.0,174,445609,Failed
Arunachal Pradesh,Arunachal District 2,2020,Kharif,Ginger,32428,71438,2203,Rain-fed,Alluvial,11407,2970,3145,63.3,171,295311,Harvested
Assam,Assam District 2,2018,Kharif,Maize,9615,29229,3040,Drip,Forest,1415,2874,3139,35.1,96,160377,Harvested
Jharkhand,Jharkhand District 1,2018,Kharif,Onion,35745,37639,1053,Sprinkler,Red,14584,1123,1039,20.7,192,474146,Harvested
Delhi,Delhi District 8,2021,Rabi,Tea,33688,107902,3203,Sprinkler,Forest,6562,2229,2784,43.1,103,549010,Harvested
Kerala,Kerala District 5,2020,Rabi,Bajra,32393,46451,1434,Rain-fed,Alluvial,12359,857,1023,37.7,98,540118,Harvested
Himachal Pradesh,Himachal District 4,2019,Rabi,Turmeric,49105,109209,2224,Sprinkler,Alluvial,20745,3048,2797,65.7,232,364518,Harvested
Assam,Assam District 1,2018,Zaid,Sunflower,31554,40231,1275,Sprinkler,Red,7027,1372,1546,27.4,76,159350,Harvested
Karnataka,Karnataka District 4,2021,Rabi,Soybean,18924,25623,1354,Tube Well,Red,5607,3147,3565,33.3,230,426241,Harvested
Manipur,Manipur District 5,2021,Rabi,Wheat,12694,12960,1021,Canal,Red,7201,2337,2087,65.4,63,493424,Harvested
Rajasthan,Rajasthan District 3,2021,Kharif,Sugarcane,26421,42405,1605,Sprinkler,Arid,13828,3571,3081,47.8,218,484220,Harvested
Bihar,Bihar District 8,2023,Zaid,Sunflower,37353,125804,3368,Rain-fed,Laterite,18245,1085,1021,58.2,109,59521,Harvested
West Bengal,West District 6,2019,Kharif,Mango,14513,42131,2903,Drip,Laterite,7670,1309,1386,72.1,107,386050,Harvested
Punjab,Punjab District 6,2018,Rabi,Mango,25632,28938,1129,Canal,Red,7232,2831,2636,57.2,178,103927,Harvested
Puducherry,Puducherry District 3,2021,Kharif,Mustard,10451,34916,3341,Canal,Laterite,5891,3454,3195,54.2,141,215533,Harvested
Delhi,Delhi District 6,2019,Zaid,Cotton,4957,14712,2968,Drip,Laterite,1330,1847,1814,77.5,217,354105,Harvested
Sikkim,Sikkim District 1,2023,Rabi,Mango,36542,52803,1445,Canal,Red,6943,3513,3815,71.7,76,421006,Harvested
Rajasthan,Rajasthan District 8,2021,Kharif,Potato,12825,31729,2474,Drip,Arid,5532,1501,1287,47.4,214,383313,Harvested
Bihar,Bihar District 7,2020,Zaid,Banana,39764,138895,3493,Sprinkler,Forest,5097,1584,1658,35.4,92,68561,Harvested
Mizoram,Mizoram District 5,2020,Rabi,Mustard,49374,170192,3447,Drip,Alluvial,16052,2899,3309,67.1,67,520004,Harvested
Punjab,Punjab District 2,2019,Kharif,Potato,28890,22331,773,Drip,Alluvial,14621,3346,2920,76.3,63,433693,Harvested
Himachal Pradesh,Himachal District 2,2020,Zaid,Wheat,20266,62885,3103,Tube Well,Arid,4656,2429,2760,55.6,157,294683,Harvested
Odisha,Odisha District 1,2023,Kharif,Potato,18249,46005,2521,Drip,Arid,3005,3594,3773,60.1,233,536443,Harvested
Odisha,Odisha District 3,2022,Kharif,Jowar,38838,48120,1239,Sprinkler,Arid,3971,3402,4220,48.9,221,374800,Harvested
Odisha,Odisha District 5,2021,Kharif,Mango,5117,8294,1621,Drip,Red,800,2620,3166,41.1,223,202946,Harvested
Punjab,Punjab District 2,2023,Rabi,Tea,9761,31567,3234,Canal,Black,2385,1150,1285,27.5,104,240049,Failed
Jammu & Kashmir,Jammu District 3,2019,Zaid,Cotton,31787,86683,2727,Canal,Forest,4241,2200,2625,45.6,216,425400,Harvested
Telangana,Telangana District 1,2019,Zaid,Tea,14662,21773,1485,Sprinkler,Arid,5212,3156,3355,50.7,164,532351,Failed
Mizoram,Mizoram District 8,2022,Zaid,Turmeric,10544,16269,1543,Canal,Laterite,5116,1422,1305,72.3,102,434334,Harvested
Sikkim,Sikkim District 6,2021,Rabi,Jowar,2171,4856,2237,Drip,Black,570,2018,2033,77.6,112,441265,Harvested
Telangana,Telangana District 1,2023,Rabi,Cotton,18587,12025,647,Tube Well,Arid,6249,1150,1400,50.3,212,347338,Standing
Rajasthan,Rajasthan District 4,2023,Rabi,Mustard,6943,5665,816,Tube Well,Red,2606,2784,2749,42.5,220,259406,Harvested
Uttarakhand,Uttarakhand District 5,2018,Rabi,Groundnut,22994,35364,1538,Canal,Arid,11333,2850,3306,45.8,162,408072,Harvested
Gujarat,Gujarat District 7,2022,Zaid,Mustard,33785,58448,1730,Drip,Arid,10043,2110,2021,64.2,79,118728,Harvested
Meghalaya,Meghalaya District 7,2018,Zaid,Soybean,7472,5110,684,Canal,Laterite,1550,2333,2369,39.1,207,521009,Harvested
Karnataka,Karnataka District 8,2022,Zaid,Maize,36839,23540,639,Canal,Red,16994,1953,2163,37.7,72,363987,Failed
Sikkim,Sikkim District 5,2023,Kharif,Sugarcane,34979,47466,1357,Rain-fed,Arid,11070,2589,2217,71.5,194,169136,Harvested
Andhra Pradesh,Andhra District 2,2018,Zaid,Tomato,24449,42125,1723,Canal,Black,11909,1057,1096,49.0,105,488062,Harvested
Tamil Nadu,Tamil District 8,2019,Rabi,Potato,32951,82904,2516,Drip,Laterite,7666,3179,3107,42.7,139,359523,Failed
Odisha,Odisha District 7,2019,Zaid,Mango,25693,58014,2258,Drip,Alluvial,8869,1036,998,31.2,67,303841,Harvested
Odisha,Odisha District 4,2021,Zaid,Tomato,29075,92632,3186,Drip,Laterite,14927,1661,1933,64.8,95,547926,Harvested
Uttar Pradesh,Uttar District 4,2020,Rabi,Mustard,32551,49965,1535,Tube Well,Forest,18752,2707,2889,42.2,116,171306,Harvested
Sikkim,Sikkim District 2,2020,Rabi,Banana,30810,84635,2747,Drip,Black,10999,2402,2377,56.3,125,425240,Harvested
Goa,Goa District 6,2022,Rabi,Mango,20917,32693,1563,Sprinkler,Forest,10918,1896,1871,58.3,215,335640,Harvested
Ladakh,Ladakh District 7,2018,Rabi,Pulses,24266,22761,938,Drip,Laterite,10257,1197,1094,74.3,217,58358,Harvested
Manipur,Manipur District 4,2021,Zaid,Ginger,32660,41282,1264,Tube Well,Arid,9107,2727,3221,48.6,129,512982,Harvested
Bihar,Bihar District 1,2018,Kharif,Mango,41995,85963,2047,Sprinkler,Laterite,9942,3422,3057,66.8,60,432410,Harvested
Ladakh,Ladakh District 2,2022,Rabi,Groundnut,16807,16672,992,Rain-fed,Alluvial,6487,1346,1580,48.4,151,508415,Harvested
Sikkim,Sikkim District 6,2022,Rabi,Maize,41760,29232,700,Rain-fed,Alluvial,22958,1137,1263,66.2,113,294773,Harvested
Rajasthan,Rajasthan District 2,2021,Rabi,Tomato,6464,22042,3410,Rain-fed,Forest,3178,2057,2007,44.9,160,497211,Harvested
Bihar,Bihar District 2,2021,Rabi,Pulses,3828,6346,1658,Tube Well,Forest,2181,3278,3411,67.5,155,453931,Harvested
Nagaland,Nagaland District 6,2019,Zaid,Banana,8175,18467,2259,Canal,Alluvial,3753,3421,3419,44.0,202,94520,Harvested
Tamil Nadu,Tamil District 8,2023,Kharif,Ginger,32142,50623,1575,Canal,Arid,7700,2973,3507,79.8,151,295190,Standing
Jharkhand,Jharkhand District 1,2019,Zaid,Pulses,32056,48532,1514,Tube Well,Forest,13403,3126,3741,70.9,150,316141,Harvested
Maharashtra,Maharashtra District 6,2019,Rabi,Jowar,31381,23065,735,Sprinkler,Forest,13427,3414,3251,63.6,218,150557,Failed
Odisha,Odisha District 3,2023,Rabi,Soybean,14176,20399,1439,Sprinkler,Alluvial,6171,2728,3364,28.9,239,248396,Harvested
Meghalaya,Meghalaya District 6,2020,Zaid,Rice,21773,62444,2868,Drip,Alluvial,4663,2443,2595,23.3,180,385135,Harvested
Chhattisgarh,Chhattisgarh District 5,2021,Kharif,Maize,45204,57815,1279,Rain-fed,Alluvial,12195,2915,2770,24.1,57,206523,Harvested
Goa,Goa District 6,2019,Zaid,Jowar,49488,123720,2500,Canal,Laterite,8771,1944,2151,35.5,129,73232,Harvested
Jharkhand,Jharkhand District 2,2018,Zaid,Tea,28304,95186,3363,Tube Well,Forest,7587,1157,1180,36.5,125,122350,Harvested
Jharkhand,Jharkhand District 5,2019,Kharif,Sunflower,33024,41577,1259,Drip,Black,9063,2403,2890,79.3,88,106165,Standing
Himachal Pradesh,Himachal District 4,2022,Kharif,Mustard,39477,49306,1249,Tube Well,Forest,22439,1827,2147,34.0,204,367352,Standing
Tamil Nadu,Tamil District 2,2022,Kharif,Groundnut,23952,17868,746,Canal,Laterite,3406,1210,1394,30.4,147,386879,Harvested
Goa,Goa District 5,2020,Rabi,Wheat,34949,74511,2132,Drip,Black,13208,3106,3787,77.3,129,205122,Harvested
Himachal Pradesh,Himachal District 6,2018,Kharif,Turmeric,19261,61558,3196,Drip,Laterite,2189,1812,2264,39.1,216,123478,Harvested
Haryana,Haryana District 4,2020,Zaid,Sugarcane,13178,24010,1822,Canal,Laterite,5026,2573,2243,66.1,165,352009,Failed
Maharashtra,Maharashtra District 1,2021,Zaid,Pulses,39466,91876,2328,Tube Well,Alluvial,9323,877,868,78.3,154,531557,Harvested
Manipur,Manipur District 6,2021,Rabi,Groundnut,20819,57460,2760,Tube Well,Laterite,6350,3148,3429,37.7,130,93038,Harvested
Meghalaya,Meghalaya District 7,2022,Zaid,Tomato,24173,68796,2846,Sprinkler,Red,11649,1033,925,49.2,115,145709,Failed
Tripura,Tripura District 1,2019,Rabi,Cotton,15527,44096,2840,Rain-fed,Forest,3613,2731,2385,79.2,193,178924,Harvested
Himachal Pradesh,Himachal District 1,2018,Rabi,Groundnut,20741,57784,2786,Sprinkler,Alluvial,4695,2114,1880,53.8,167,349976,Harvested
Arunachal Pradesh,Arunachal District 2,2022,Rabi,Jowar,744,1501,2018,Rain-fed,Black,253,3706,3696,64.2,141,193655,Harvested
West Bengal,West District 8,2018,Kharif,Mango,9052,22430,2478,Rain-fed,Alluvial,5364,3200,3285,57.7,199,169784,Harvested
Arunachal Pradesh,Arunachal District 1,2018,Zaid,Soybean,47183,100735,2135,Tube Well,Alluvial,4803,1316,1395,72.0,153,107493,Harvested
Delhi,Delhi District 6,2019,Rabi,Onion,27323,71832,2629,Sprinkler,Alluvial,15663,2304,2770,23.9,139,205942,Harvested
Haryana,Haryana District 7,2022,Zaid,Sunflower,3950,13627,3450,Canal,Alluvial,823,3474,3251,33.4,153,94217,Harvested
Uttar Pradesh,Uttar District 5,2019,Rabi,Sunflower,6928,8202,1184,Drip,Alluvial,2867,2983,2899,31.1,103,270116,Standing
Rajasthan,Rajasthan District 8,2021,Zaid,Bajra,32138,59551,1853,Tube Well,Laterite,17993,2906,2514,31.3,51,392005,Harvested
Chandigarh,Chandigarh District 7,2023,Zaid,Cotton,12990,39281,3024,Canal,Laterite,7431,856,982,78.9,112,102649,Harvested
Telangana,Telangana District 3,2019,Kharif,Sugarcane,10714,7124,665,Tube Well,Black,2933,1568,1575,66.1,162,469525,Harvested
Ladakh,Ladakh District 4,2018,Zaid,Mango,29038,82932,2856,Canal,Alluvial,8205,1527,1381,62.5,229,54364,Standing
Sikkim,Sikkim District 7,2018,Kharif,Tea,16375,23612,1442,Canal,Forest,9092,1539,1336,64.3,89,425497,Harvested
Karnataka,Karnataka District 7,2018,Kharif,Maize,30929,105251,3403,Tube Well,Arid,11811,2326,2903,26.9,192,119964,Harvested
West Bengal,West District 1,2018,Zaid,Pulses,21555,46601,2162,Rain-fed,Arid,11600,1687,2018,49.1,142,435912,Failed
Puducherry,Puducherry District 5,2023,Kharif,Sugarcane,2869,4854,1692,Canal,Red,900,1220,1393,58.8,103,474451,Harvested
Chhattisgarh,Chhattisgarh District 8,2023,Rabi,Potato,31304,96103,3070,Canal,Laterite,3673,1929,1654,48.8,184,65293,Harvested
Uttar Pradesh,Uttar District 2,2021,Kharif,Soybean,26572,73099,2751,Canal,Laterite,12386,2397,2995,36.8,242,193254,Harvested
Haryana,Haryana District 8,2021,Rabi,Turmeric,11671,37533,3216,Tube Well,Arid,1588,1399,1685,69.2,181,330076,Harvested
Maharashtra,Maharashtra District 3,2023,Rabi,Tea,41662,127110,3051,Tube Well,Red,16404,1166,1169,51.7,188,383111,Harvested
Bihar,Bihar District 3,2023,Zaid,Wheat,48336,95125,1968,Canal,Laterite,22996,2414,2832,25.4,246,191547,Standing
Haryana,Haryana District 5,2021,Kharif,Pulses,16300,25525,1566,Rain-fed,Black,5550,2314,2145,47.9,116,286010,Harvested
Jammu & Kashmir,Jammu District 5,2020,Kharif,Groundnut,2541,5008,1971,Canal,Forest,891,1407,1531,25.3,248,265722,Harvested
Meghalaya,Meghalaya District 2,2019,Zaid,Mustard,17097,28945,1693,Canal,Forest,8453,2470,2727,53.1,237,490607,Harvested
Meghalaya,Meghalaya District 3,2019,Rabi,Pulses,36482,20831,571,Rain-fed,Alluvial,18865,2902,2592,30.9,97,173581,Harvested
Rajasthan,Rajasthan District 2,2023,Zaid,Wheat,5171,7337,1419,Canal,Forest,2121,3075,3469,76.1,192,448728,Harvested
Nagaland,Nagaland District 4,2020,Rabi,Tea,19093,17565,920,Canal,Alluvial,5554,3019,3340,27.1,83,210671,Harvested
Manipur,Manipur District 4,2019,Zaid,Sunflower,33711,47633,1413,Rain-fed,Laterite,7450,1127,1296,47.9,235,458758,Harvested
Jammu & Kashmir,Jammu District 5,2021,Rabi,Sunflower,4420,15098,3416,Sprinkler,Arid,1055,1980,1774,63.1,123,117646,Harvested
Andhra Pradesh,Andhra District 2,2019,Kharif,Sugarcane,2899,6560,2263,Drip,Forest,1424,3072,3612,54.9,154,239164,Harvested
Manipur,Manipur District 5,2019,Zaid,Mustard,24479,79752,3258,Tube Well,Black,4461,2570,2857,69.7,223,198098,Harvested
Gujarat,Gujarat District 8,2020,Rabi,Bajra,6782,17049,2514,Canal,Red,768,1398,1336,77.3,236,349878,Harvested
Punjab,Punjab District 8,2020,Zaid,Ginger,13088,21281,1626,Sprinkler,Laterite,6924,3610,4358,78.1,144,153992,Harvested
Tripura,Tripura District 6,2018,Zaid,Ginger,27373,61315,2240,Tube Well,Alluvial,7727,2256,2274,58.0,111,260684,Harvested
Assam,Assam District 3,2018,Kharif,Ginger,15013,13511,900,Canal,Alluvial,1838,2084,1911,34.7,241,334437,Harvested
Sikkim,Sikkim District 1,2023,Rabi,Soybean,46607,79325,1702,Tube Well,Red,4777,1955,1795,62.6,107,394751,Harvested
West Bengal,West District 3,2019,Rabi,Cotton,19331,12700,657,Tube Well,Red,4081,1487,1833,24.9,143,279452,Failed
Chandigarh,Chandigarh District 1,2022,Rabi,Groundnut,22724,44561,1961,Tube Well,Laterite,13055,3101,3118,75.4,170,268979,Harvested
Kerala,Kerala District 5,2018,Rabi,Turmeric,14523,49320,3396,Tube Well,Red,5654,2457,2335,59.9,104,533356,Standing
Chandigarh,Chandigarh District 7,2023,Kharif,Turmeric,1769,2534,1433,Rain-fed,Red,675,2761,2548,54.3,104,277856,Harvested
Chandigarh,Chandigarh District 3,2022,Kharif,Potato,33738,108366,3212,Rain-fed,Arid,18661,3400,3412,78.0,216,94656,Harvested
Tamil Nadu,Tamil District 5,2021,Kharif,Jowar,18123,63086,3481,Drip,Forest,7532,1020,1216,57.8,75,204379,Harvested
Maharashtra,Maharashtra District 5,2022,Zaid,Pulses,32369,82897,2561,Tube Well,Laterite,4026,3044,3219,57.2,165,500741,Failed
Sikkim,Sikkim District 7,2023,Rabi,Groundnut,34446,61658,1790,Tube Well,Red,15556,3198,3749,28.4,69,200030,Harvested
Bihar,Bihar District 3,2021,Zaid,Potato,26549,33345,1256,Sprinkler,Laterite,9093,1789,1604,54.2,155,453398,Harvested
Uttar Pradesh,Uttar District 5,2023,Kharif,Sugarcane,24698,16918,685,Sprinkler,Alluvial,10935,3479,3090,33.6,152,316210,Standing
Gujarat,Gujarat District 5,2022,Kharif,Bajra,20948,44325,2116,Drip,Forest,8730,856,925,32.6,59,321155,Standing
Jharkhand,Jharkhand District 4,2018,Rabi,Banana,23174,40322,1740,Canal,Laterite,4208,3581,4406,38.5,217,420724,Harvested
Arunachal Pradesh,Arunachal District 4,2019,Rabi,Ginger,27371,51840,1894,Rain-fed,Forest,6363,3712,3696,23.5,244,360853,Harvested
Ladakh,Ladakh District 5,2023,Zaid,Pulses,20416,31461,1541,Sprinkler,Forest,2695,3445,3585,20.7,87,439325,Harvested
Puducherry,Puducherry District 3,2023,Zaid,Mustard,31754,89768,2827,Rain-fed,Black,16625,3281,2806,66.7,230,412565,Failed
Manipur,Manipur District 2,2023,Zaid,Mango,37684,123565,3279,Tube Well,Laterite,11517,923,1115,22.0,69,231067,Failed
Delhi,Delhi District 3,2020,Zaid,Pulses,37736,74264,1968,Sprinkler,Forest,14132,1972,2045,21.2,163,289729,Harvested
Madhya Pradesh,Madhya District 1,2018,Rabi,Cotton,18588,21041,1132,Drip,Black,9381,2416,2854,24.8,228,549449,Harvested
Odisha,Odisha District 3,2020,Zaid,Tea,24625,56120,2279,Sprinkler,Alluvial,11988,1520,1760,28.0,185,354298,Harvested
Madhya Pradesh,Madhya District 4,2022,Kharif,Onion,40488,96928,2394,Drip,Red,7155,822,803,69.3,140,99202,Failed
Haryana,Haryana District 4,2020,Zaid,Jowar,16799,24408,1453,Drip,Black,3159,1029,917,50.7,151,59992,Harvested
West Bengal,West District 2,2022,Kharif,Banana,10983,21526,1960,Drip,Alluvial,5472,1622,1958,69.1,121,329696,Harvested
Punjab,Punjab District 4,2018,Zaid,Potato,12785,24917,1949,Canal,Forest,3493,2379,2672,39.6,188,421703,Harvested
Uttar Pradesh,Uttar District 3,2021,Kharif,Jowar,22598,50642,2241,Canal,Laterite,4403,2927,3404,71.5,99,321692,Harvested
Kerala,Kerala District 5,2018,Rabi,Banana,18965,31254,1648,Tube Well,Red,9342,3411,3540,37.1,146,115782,Harvested
Odisha,Odisha District 3,2023,Kharif,Onion,32414,16336,504,Rain-fed,Forest,16537,1046,1302,26.1,85,533513,Harvested
Rajasthan,Rajasthan District 8,2021,Rabi,Onion,17703,24164,1365,Drip,Arid,3617,3731,4468,76.4,169,524150,Harvested
Maharashtra,Maharashtra District 8,2020,Rabi,Banana,12768,32711,2562,Tube Well,Arid,6465,3186,3001,58.2,70,184341,Harvested
Chandigarh,Chandigarh District 5,2020,Rabi,Turmeric,44736,50149,1121,Sprinkler,Black,18641,1349,1267,78.1,73,543769,Harvested
Mizoram,Mizoram District 3,2022,Kharif,Cotton,29643,47043,1587,Drip,Red,17561,1971,2245,34.7,85,500242,Harvested
Uttarakhand,Uttarakhand District 5,2022,Zaid,Jowar,33841,41150,1216,Canal,Laterite,11908,2345,2515,58.4,114,76187,Harvested
Sikkim,Sikkim District 2,2021,Zaid,Maize,43743,108263,2475,Sprinkler,Red,16807,3393,4005,76.0,243,511344,Standing
Jammu & Kashmir,Jammu District 4,2021,Zaid,Bajra,39996,122107,3053,Rain-fed,Laterite,21555,1749,1933,76.3,133,247322,Standing
Madhya Pradesh,Madhya District 2,2020,Kharif,Onion,33847,93350,2758,Tube Well,Forest,17912,1280,1106,68.3,232,533977,Harvested
Maharashtra,Maharashtra District 6,2023,Rabi,Mustard,14676,46596,3175,Rain-fed,Laterite,7663,2821,3521,27.1,181,540007,Harvested
Tripura,Tripura District 6,2023,Kharif,Jowar,49170,29502,600,Canal,Black,8520,2974,2601,20.7,165,434862,Harvested
Arunachal Pradesh,Arunachal District 6,2023,Rabi,Groundnut,5749,11434,1989,Drip,Red,3381,3179,3301,42.0,89,391312,Harvested
Goa,Goa District 7,2018,Zaid,Sunflower,42964,128118,2982,Drip,Red,4647,951,828,63.8,167,383571,Standing
Madhya Pradesh,Madhya District 6,2020,Kharif,Turmeric,13863,40604,2929,Tube Well,Forest,2193,988,1047,70.5,119,427574,Failed
Manipur,Manipur District 4,2020,Zaid,Wheat,15941,8034,504,Canal,Red,4573,3718,3183,63.7,217,509942,Harvested
Kerala,Kerala District 6,2022,Kharif,Rice,24547,15317,624,Sprinkler,Arid,8402,1440,1387,54.2,209,229744,Harvested
Ladakh,Ladakh District 3,2021,Zaid,Wheat,39146,60480,1545,Tube Well,Forest,7045,877,893,54.5,152,232899,Harvested
Uttarakhand,Uttarakhand District 8,2018,Rabi,Soybean,13905,13724,987,Rain-fed,Arid,2207,1366,1241,63.7,125,344994,Standing
Uttar Pradesh,Uttar District 5,2022,Rabi,Sugarcane,2689,6959,2588,Canal,Black,279,2804,2932,25.6,150,405544,Harvested
Maharashtra,Maharashtra District 2,2018,Kharif,Pulses,7369,19513,2648,Drip,Laterite,3446,3098,3147,42.3,183,261322,Harvested
Haryana,Haryana District 8,2019,Rabi,Mustard,41374,104758,2532,Sprinkler,Arid,23860,3430,4128,55.9,87,201795,Harvested
Chhattisgarh,Chhattisgarh District 7,2019,Zaid,Mustard,15578,27635,1774,Tube Well,Alluvial,5133,912,846,28.6,150,472184,Harvested
Uttar Pradesh,Uttar District 7,2023,Zaid,Maize,38671,73474,1900,Sprinkler,Alluvial,18055,1006,1023,35.3,202,181649,Harvested
Ladakh,Ladakh District 5,2020,Rabi,Mango,44449,49427,1112,Drip,Arid,9620,2659,2723,70.6,164,409232,Harvested
Chandigarh,Chandigarh District 4,2020,Rabi,Rice,45412,99406,2189,Canal,Red,9603,3579,4170,22.2,65,446925,Failed
Jharkhand,Jharkhand District 7,2018,Kharif,Onion,29110,70271,2414,Drip,Alluvial,6990,1308,1176,34.6,237,534891,Harvested
Goa,Goa District 8,2022,Kharif,Pulses,40398,66737,1652,Rain-fed,Black,23660,3068,3217,77.1,115,64528,Failed
Madhya Pradesh,Madhya District 6,2023,Zaid,Soybean,19335,19083,987,Tube Well,Laterite,3548,2787,3266,33.8,72,308702,Standing
Kerala,Kerala District 5,2019,Zaid,Ginger,46030,71530,1554,Tube Well,Arid,7080,2115,1833,61.3,189,372567,Harvested
Ladakh,Ladakh District 6,2018,Rabi,Sunflower,17872,31990,1790,Drip,Black,2910,2361,2082,56.2,153,434998,Harvested
