State,District,Year,Quarter,Disease,Cases,Deaths,CFR,Hospitals,Beds,Doctors,Nurses,HealthFacility,VaccinationCoverage,SanitationCoverage,Status
Chandigarh,Chandigarh District 5,2018,Q3,Malaria,282,1,0.35,6,90,25,50,District Hospital,77.5,53.6,Active
Tamil Nadu,Tamil District 8,2023,Q1,Cholera,258,2,0.78,53,1117,190,454,Community Health Centre,59.9,70.7,Active
Telangana,Telangana District 3,2020,Q4,Dengue,3916,66,1.69,25,558,119,333,District Hospital,66.9,55.8,Contained
Rajasthan,Rajasthan District 2,2021,Q2,Chikungunya,1849,82,4.43,24,367,179,507,Urban PHC,72.6,74.0,Active
Punjab,Punjab District 8,2020,Q3,Pneumonia,4514,57,1.26,10,135,41,121,District Hospital,89.1,41.9,Active
Jharkhand,Jharkhand District 6,2020,Q2,Kala-azar,4072,18,0.44,9,226,49,110,Sub-Centre,81.0,51.8,Contained
Bihar,Bihar District 1,2023,Q3,Cholera,8337,192,2.30,17,356,40,95,Urban PHC,73.0,46.8,Active
Mizoram,Mizoram District 7,2021,Q2,Typhoid,5488,231,4.21,53,1586,257,423,Urban PHC,92.4,51.3,Active
Chhattisgarh,Chhattisgarh District 5,2022,Q2,Cholera,5771,26,0.45,24,246,90,101,Primary Health Centre,93.2,73.5,Active
Ladakh,Ladakh District 2,2020,Q1,COVID-19,4766,69,1.45,41,546,96,218,Sub-Centre,67.8,74.5,Active
Mizoram,Mizoram District 4,2021,Q4,Kala-azar,2085,50,2.40,22,339,153,336,Urban PHC,94.4,67.7,Active
Odisha,Odisha District 7,2023,Q4,Kala-azar,8911,370,4.15,20,464,56,95,District Hospital,76.4,59.4,Contained
Jammu & Kashmir,Jammu District 3,2019,Q4,Kala-azar,6123,279,4.56,8,109,52,135,District Hospital,77.8,50.2,Active
Uttar Pradesh,Uttar District 7,2018,Q1,Tuberculosis,2710,117,4.32,20,246,45,84,District Hospital,79.1,45.1,Active
Odisha,Odisha District 6,2021,Q1,Leptospirosis,7692,347,4.51,7,80,35,104,Sub-Centre,67.2,74.8,Active
Tripura,Tripura District 2,2021,Q4,Pneumonia,7089,278,3.92,26,676,74,116,Community Health Centre,76.9,58.8,Active
Nagaland,Nagaland District 6,2020,Q1,Diarrhoea,7383,91,1.23,28,773,202,517,Primary Health Centre,67.3,68.4,Active
Andhra Pradesh,Andhra District 6,2018,Q4,Dengue,668,4,0.60,12,238,108,148,Sub-Centre,69.8,49.4,Active
Haryana,Haryana District 8,2019,Q1,Pneumonia,206,4,1.94,30,565,130,368,Community Health Centre,76.6,71.6,Active
Meghalaya,Meghalaya District 3,2022,Q3,Cholera,1735,33,1.90,33,514,116,171,Urban PHC,72.0,54.4,Contained
Uttarakhand,Uttarakhand District 6,2018,Q1,Tuberculosis,1847,18,0.97,50,1022,256,668,Urban PHC,57.2,55.1,Active
West Bengal,West District 5,2022,Q3,Filariasis,1886,75,3.98,18,339,44,106,Primary Health Centre,62.8,50.2,Active
Haryana,Haryana District 5,2018,Q3,Pneumonia,1765,50,2.83,8,217,84,243,Sub-Centre,69.3,50.4,Active
Goa,Goa District 6,2018,Q4,COVID-19,2604,82,3.15,6,98,12,14,Sub-Centre,72.4,58.8,Active
Uttarakhand,Uttarakhand District 8,2020,Q2,Typhoid,6592,222,3.37,29,329,158,292,Community Health Centre,79.7,77.0,Active
Chhattisgarh,Chhattisgarh District 7,2020,Q1,Typhoid,2142,84,3.92,16,431,92,124,Community Health Centre,73.1,76.7,Active
Himachal Pradesh,Himachal District 5,2022,Q2,Malaria,3686,165,4.48,17,207,25,40,Primary Health Centre,70.1,51.8,Active
Karnataka,Karnataka District 1,2021,Q3,Typhoid,5798,118,2.04,25,472,52,63,Community Health Centre,65.0,76.7,Contained
Jammu & Kashmir,Jammu District 4,2018,Q4,Dengue,6089,267,4.38,50,1128,320,723,District Hospital,62.3,46.5,Contained
Telangana,Telangana District 5,2023,Q4,Pneumonia,6202,56,0.90,24,384,180,355,Sub-Centre,60.6,74.4,Active
Ladakh,Ladakh District 8,2022,Q2,Pneumonia,7570,264,3.49,41,1025,327,549,Primary Health Centre,87.8,41.4,Active
West Bengal,West District 1,2022,Q3,Japanese Encephalitis,7736,104,1.34,13,279,125,350,Community Health Centre,84.3,58.4,Contained
Uttar Pradesh,Uttar District 1,2022,Q3,Japanese Encephalitis,6015,47,0.78,19,459,87,142,District Hospital,94.9,70.3,Contained
Haryana,Haryana District 6,2020,Q2,Leptospirosis,6278,167,2.66,19,361,114,326,Sub-Centre,60.8,71.2,Active
Tripura,Tripura District 5,2023,Q2,Chikungunya,6905,24,0.35,6,65,28,68,Sub-Centre,64.2,55.7,Active
Bihar,Bihar District 5,2022,Q1,Hepatitis B,6074,287,4.73,36,847,308,873,Sub-Centre,57.4,46.0,Active
Chandigarh,Chandigarh District 5,2019,Q2,Typhoid,9055,80,0.88,28,529,61,175,Sub-Centre,81.7,57.4,Active
Goa,Goa District 6,2019,Q4,Chikungunya,3527,54,1.53,15,403,73,125,Community Health Centre,85.6,67.4,Active
Manipur,Manipur District 6,2021,Q4,Japanese Encephalitis,5286,105,1.99,38,990,474,1293,District Hospital,76.7,52.6,Contained
Nagaland,Nagaland District 8,2022,Q3,Filariasis,3588,15,0.42,54,975,177,520,Community Health Centre,89.6,59.1,Contained
Mizoram,Mizoram District 5,2021,Q3,Malaria,3509,55,1.57,28,519,227,680,Sub-Centre,83.8,40.5,Contained
West Bengal,West District 7,2020,Q1,Chikungunya,6348,267,4.21,6,111,24,41,Urban PHC,89.3,74.7,Active
Andhra Pradesh,Andhra District 5,2019,Q4,Malaria,8124,101,1.24,38,1047,472,604,Community Health Centre,66.0,57.7,Active
Meghalaya,Meghalaya District 8,2020,Q2,Dengue,6513,226,3.47,52,1484,450,599,District Hospital,68.2,61.5,Contained
Haryana,Haryana District 5,2022,Q4,Malaria,4333,91,2.10,26,715,255,503,Urban PHC,86.1,56.7,Contained
Chhattisgarh,Chhattisgarh District 5,2022,Q3,Malaria,2612,45,1.72,47,898,414,700,Urban PHC,71.8,74.5,Active
Goa,Goa District 6,2018,Q2,Typhoid,4951,8,0.16,28,768,176,316,District Hospital,86.0,67.3,Contained
Ladakh,Ladakh District 2,2019,Q2,Hepatitis B,4180,172,4.11,40,780,170,176,Urban PHC,88.6,64.6,Contained
Delhi,Delhi District 8,2019,Q4,Diarrhoea,8713,383,4.40,24,566,64,134,Sub-Centre,86.1,41.8,Contained
Madhya Pradesh,Madhya District 4,2022,Q4,Diarrhoea,4465,101,2.26,34,627,177,226,District Hospital,79.3,66.6,Contained
Mizoram,Mizoram District 1,2019,Q1,Diarrhoea,4773,23,0.48,5,95,41,60,Urban PHC,67.6,55.1,Active
Tripura,Tripura District 7,2019,Q3,Dengue,1646,75,4.56,42,566,139,312,Primary Health Centre,71.4,60.5,Contained
Tamil Nadu,Tamil District 8,2021,Q1,Kala-azar,8664,106,1.22,30,811,360,860,District Hospital,77.2,67.8,Active
Jammu & Kashmir,Jammu District 8,2021,Q3,Hepatitis B,8711,53,0.61,54,1392,285,442,Sub-Centre,79.0,48.5,Contained
Karnataka,Karnataka District 4,2022,Q4,Filariasis,4012,144,3.59,10,111,44,104,Community Health Centre,93.0,55.4,Contained
Chhattisgarh,Chhattisgarh District 8,2019,Q4,Malaria,3306,66,2.00,10,156,60,77,Sub-Centre,82.5,43.7,Active
Karnataka,Karnataka District 3,2018,Q1,Dengue,4338,126,2.90,37,996,297,672,Urban PHC,94.2,73.7,Active
Tripura,Tripura District 5,2023,Q2,Tuberculosis,7194,136,1.89,47,1120,233,602,Primary Health Centre,58.1,43.4,Contained
Ladakh,Ladakh District 3,2022,Q1,Kala-azar,572,19,3.32,14,335,107,125,Primary Health Centre,72.5,64.5,Active
Assam,Assam District 4,2023,Q2,Leptospirosis,1581,61,3.86,10,290,121,251,Primary Health Centre,92.3,61.0,Active
Himachal Pradesh,Himachal District 1,2020,Q4,Typhoid,3481,43,1.24,29,652,262,437,Primary Health Centre,94.3,66.1,Contained
Haryana,Haryana District 7,2019,Q3,Diarrhoea,1031,20,1.94,29,860,123,260,Community Health Centre,85.2,60.8,Active
Nagaland,Nagaland District 5,2021,Q1,Tuberculosis,2116,3,0.14,17,412,91,129,Sub-Centre,59.0,52.0,Active
West Bengal,West District 3,2022,Q1,Hepatitis B,5707,210,3.68,31,727,117,239,Community Health Centre,78.5,51.5,Active
Andhra Pradesh,Andhra District 4,2023,Q1,Malaria,6211,64,1.03,36,474,183,275,Sub-Centre,68.4,50.2,Active
Andhra Pradesh,Andhra District 4,2018,Q3,COVID-19,3427,99,2.89,51,632,123,361,Urban PHC,81.0,46.6,Contained
Goa,Goa District 5,2021,Q2,Cholera,2090,73,3.49,31,795,232,610,Primary Health Centre,70.5,48.6,Active
Maharashtra,Maharashtra District 2,2022,Q4,Diarrhoea,2489,55,2.21,9,229,102,282,Community Health Centre,75.5,64.7,Active
Gujarat,Gujarat District 6,2023,Q1,Pneumonia,4196,181,4.31,32,869,273,447,Community Health Centre,57.2,47.6,Active
Arunachal Pradesh,Arunachal District 6,2020,Q1,Cholera,8769,409,4.66,51,569,159,450,Urban PHC,84.4,70.9,Active
Delhi,Delhi District 2,2019,Q2,Cholera,6506,206,3.17,38,771,143,190,Community Health Centre,89.6,62.7,Active
Nagaland,Nagaland District 3,2020,Q4,Cholera,2029,77,3.79,7,101,20,42,Urban PHC,68.5,42.1,Active
Jammu & Kashmir,Jammu District 3,2020,Q4,Pneumonia,2077,52,2.50,26,547,171,180,Primary Health Centre,87.7,50.0,Contained
Maharashtra,Maharashtra District 1,2020,Q1,Leptospirosis,3810,34,0.89,22,307,33,81,Primary Health Centre,62.1,48.9,Active
West Bengal,West District 6,2023,Q4,COVID-19,7240,28,0.39,47,945,117,241,Sub-Centre,62.3,49.2,Contained
Sikkim,Sikkim District 4,2022,Q4,Typhoid,5693,132,2.32,24,599,183,376,Sub-Centre,55.3,42.4,Active
Himachal Pradesh,Himachal District 2,2018,Q1,Malaria,9038,410,4.54,33,963,274,437,District Hospital,94.4,62.7,Active
Himachal Pradesh,Himachal District 1,2021,Q3,COVID-19,6954,328,4.72,45,1075,125,174,Community Health Centre,85.1,59.9,Active
Puducherry,Puducherry District 5,2018,Q1,Pneumonia,8381,294,3.51,46,642,173,217,Sub-Centre,75.2,77.0,Contained
Chandigarh,Chandigarh District 6,2021,Q3,Cholera,2082,63,3.03,35,937,406,436,Urban PHC,93.6,71.5,Active
Chhattisgarh,Chhattisgarh District 2,2018,Q2,Filariasis,666,5,0.75,54,1457,505,630,District Hospital,60.7,45.8,Active
Haryana,Haryana District 2,2023,Q4,COVID-19,8311,336,4.04,12,241,39,107,District Hospital,69.3,58.7,Active
Telangana,Telangana District 6,2020,Q1,Malaria,8479,129,1.52,48,889,436,815,Sub-Centre,84.4,63.7,Active
Jharkhand,Jharkhand District 7,2018,Q1,Cholera,2821,11,0.39,31,779,368,798,Primary Health Centre,63.4,49.6,Contained
Himachal Pradesh,Himachal District 2,2020,Q1,Tuberculosis,4368,49,1.12,37,742,76,90,Urban PHC,89.2,63.5,Active
Mizoram,Mizoram District 2,2018,Q4,Malaria,4390,207,4.72,42,639,178,445,Urban PHC,89.0,71.5,Contained
Uttarakhand,Uttarakhand District 7,2023,Q1,Japanese Encephalitis,5586,45,0.81,30,623,168,300,District Hospital,75.3,77.9,Contained
Meghalaya,Meghalaya District 2,2023,Q1,Japanese Encephalitis,6935,123,1.77,7,187,83,125,District Hospital,83.7,64.9,Active
Rajasthan,Rajasthan District 5,2023,Q1,Filariasis,3463,27,0.78,15,329,71,204,Primary Health Centre,77.9,66.5,Active
Tamil Nadu,Tamil District 7,2022,Q4,Leptospirosis,6931,240,3.46,21,475,155,255,District Hospital,75.5,58.7,Contained
Tamil Nadu,Tamil District 7,2023,Q4,Typhoid,8016,211,2.63,28,832,218,418,District Hospital,86.9,43.6,Active
Gujarat,Gujarat District 1,2020,Q4,Leptospirosis,5369,204,3.80,27,412,66,113,Primary Health Centre,76.1,79.4,Contained
Bihar,Bihar District 7,2023,Q3,Tuberculosis,1847,72,3.90,44,503,107,180,Primary Health Centre,75.3,54.5,Active
Odisha,Odisha District 5,2020,Q3,Tuberculosis,8650,54,0.62,7,70,9,10,Community Health Centre,94.8,70.8,Active
Jammu & Kashmir,Jammu District 4,2023,Q1,Filariasis,6349,120,1.89,40,1062,507,565,Sub-Centre,72.2,44.9,Active
Telangana,Telangana District 8,2023,Q3,Tuberculosis,8206,21,0.26,27,637,225,352,Primary Health Centre,62.0,50.7,Active
Madhya Pradesh,Madhya District 7,2021,Q3,Kala-azar,5815,261,4.49,35,834,85,210,Urban PHC,64.5,63.3,Active
Mizoram,Mizoram District 8,2019,Q4,Pneumonia,6361,17,0.27,7,98,46,92,Urban PHC,57.7,42.2,Active
Ladakh,Ladakh District 4,2019,Q1,Pneumonia,817,5,0.61,8,120,18,51,Community Health Centre,94.5,65.6,Active
Assam,Assam District 5,2021,Q3,Chikungunya,5902,98,1.66,52,1153,319,838,District Hospital,70.3,45.5,Active
Haryana,Haryana District 5,2022,Q3,Leptospirosis,1568,21,1.34,30,538,106,143,District Hospital,60.0,41.0,Active
Delhi,Delhi District 7,2022,Q4,Dengue,7164,59,0.82,32,389,118,149,Primary Health Centre,60.4,64.7,Active
Chhattisgarh,Chhattisgarh District 5,2022,Q2,Kala-azar,6958,317,4.56,35,436,194,225,Primary Health Centre,90.5,53.5,Active
Ladakh,Ladakh District 1,2019,Q1,Leptospirosis,912,13,1.43,9,191,25,28,Primary Health Centre,67.4,41.3,Contained
Punjab,Punjab District 6,2019,Q3,Pneumonia,109,3,2.75,35,418,206,246,Community Health Centre,90.2,44.5,Active
Chandigarh,Chandigarh District 7,2023,Q4,Kala-azar,2670,131,4.91,36,726,296,609,Community Health Centre,64.9,67.1,Active
Uttarakhand,Uttarakhand District 4,2020,Q3,Pneumonia,1930,70,3.63,13,160,21,36,District Hospital,87.8,55.1,Active
Tamil Nadu,Tamil District 1,2018,Q1,Leptospirosis,8825,381,4.32,9,175,57,58,District Hospital,55.9,66.1,Active
Odisha,Odisha District 4,2021,Q1,Typhoid,8116,24,0.30,18,448,65,91,Primary Health Centre,92.2,50.2,Contained
Meghalaya,Meghalaya District 4,2023,Q2,COVID-19,3255,118,3.63,19,534,78,111,Urban PHC,79.6,72.8,Active
West Bengal,West District 8,2020,Q4,Japanese Encephalitis,8596,345,4.01,36,973,444,1154,Urban PHC,55.4,70.6,Active
Arunachal Pradesh,Arunachal District 7,2019,Q2,Pneumonia,4694,3,0.06,19,296,69,206,Community Health Centre,59.7,46.0,Active
Bihar,Bihar District 7,2023,Q3,Malaria,1713,47,2.74,12,274,34,75,Primary Health Centre,61.7,41.1,Active
Karnataka,Karnataka District 1,2021,Q4,Typhoid,8961,45,0.50,8,237,59,85,Community Health Centre,88.0,72.4,Active
Maharashtra,Maharashtra District 2,2021,Q2,Malaria,5117,141,2.76,30,546,166,374,Community Health Centre,58.1,76.1,Contained
Jharkhand,Jharkhand District 4,2019,Q3,Tuberculosis,4230,89,2.10,9,223,51,124,Urban PHC,79.9,66.5,Active
Meghalaya,Meghalaya District 1,2023,Q4,Dengue,6943,326,4.70,35,588,90,186,Community Health Centre,78.9,56.8,Active
Puducherry,Puducherry District 8,2023,Q2,Chikungunya,1546,3,0.19,22,620,218,312,Community Health Centre,85.9,43.9,Contained
Goa,Goa District 4,2020,Q3,Chikungunya,4530,76,1.68,10,236,92,185,District Hospital,71.0,75.9,Active
Puducherry,Puducherry District 7,2020,Q4,Malaria,4167,56,1.34,11,166,46,109,Urban PHC,58.5,57.1,Contained
Manipur,Manipur District 5,2021,Q3,Japanese Encephalitis,1897,41,2.16,7,124,47,138,Urban PHC,69.9,78.4,Active
Jharkhand,Jharkhand District 3,2022,Q3,Diarrhoea,8663,79,0.91,40,898,353,462,Primary Health Centre,81.6,58.1,Active
Ladakh,Ladakh District 7,2023,Q4,Typhoid,854,3,0.35,45,794,291,441,Sub-Centre,69.7,63.6,Active
Jharkhand,Jharkhand District 2,2019,Q3,Pneumonia,6745,229,3.40,16,289,46,112,Urban PHC,85.9,67.5,Contained
Andhra Pradesh,Andhra District 5,2020,Q3,Kala-azar,6576,65,0.99,54,1604,331,799,Sub-Centre,93.6,42.1,Active
Haryana,Haryana District 4,2022,Q2,Typhoid,8558,257,3.00,51,1457,327,656,Sub-Centre,67.8,50.9,Active
Goa,Goa District 4,2018,Q2,Pneumonia,581,8,1.38,36,835,322,924,Primary Health Centre,56.0,57.3,Active
Karnataka,Karnataka District 4,2021,Q1,Dengue,7426,351,4.73,20,452,99,139,District Hospital,92.2,74.6,Contained
Mizoram,Mizoram District 7,2020,Q3,Filariasis,2277,108,4.74,51,849,245,597,Primary Health Centre,72.6,53.6,Contained
Maharashtra,Maharashtra District 8,2021,Q1,Japanese Encephalitis,1660,49,2.95,22,327,48,129,District Hospital,60.0,77.7,Contained
Karnataka,Karnataka District 1,2023,Q1,COVID-19,206,4,1.94,25,412,185,350,Community Health Centre,69.3,75.2,Active
Punjab,Punjab District 6,2023,Q2,Diarrhoea,4636,75,1.62,33,508,125,128,Urban PHC,91.5,50.3,Contained
Kerala,Kerala District 6,2018,Q3,Kala-azar,2250,105,4.67,40,708,163,334,District Hospital,61.3,60.5,Active
Mizoram,Mizoram District 7,2019,Q3,Japanese Encephalitis,8720,236,2.71,47,954,172,311,Primary Health Centre,65.1,55.7,Active
Uttarakhand,Uttarakhand District 4,2022,Q2,Leptospirosis,511,14,2.74,46,879,198,260,Primary Health Centre,57.0,51.7,Active
Chandigarh,Chandigarh District 7,2021,Q2,COVID-19,6125,40,0.65,44,1261,232,307,Urban PHC,90.3,68.9,Active
Maharashtra,Maharashtra District 4,2018,Q4,Malaria,2221,57,2.57,49,675,216,237,Sub-Centre,59.4,44.8,Active
Telangana,Telangana District 6,2022,Q1,Dengue,109,3,2.75,16,302,101,162,District Hospital,76.8,54.4,Active
Himachal Pradesh,Himachal District 5,2020,Q3,Malaria,1274,31,2.43,10,179,43,63,District Hospital,55.8,44.4,Contained
Chandigarh,Chandigarh District 5,2019,Q4,Hepatitis B,5679,56,0.99,13,153,34,60,Primary Health Centre,55.2,57.4,Active
Kerala,Kerala District 2,2018,Q1,Tuberculosis,3721,146,3.92,15,372,69,184,District Hospital,94.2,52.0,Active
Gujarat,Gujarat District 6,2018,Q4,Diarrhoea,3440,22,0.64,17,402,144,382,Sub-Centre,94.5,62.2,Active
Mizoram,Mizoram District 5,2022,Q3,Malaria,4998,226,4.52,44,817,116,119,Sub-Centre,68.7,53.2,Active
Bihar,Bihar District 5,2020,Q4,Typhoid,636,23,3.62,47,567,241,684,Sub-Centre,67.3,67.4,Contained
Uttar Pradesh,Uttar District 6,2021,Q2,COVID-19,8306,85,1.02,13,273,35,55,District Hospital,60.9,79.6,Active
Chhattisgarh,Chhattisgarh District 6,2021,Q4,Japanese Encephalitis,3244,14,0.43,51,1247,281,352,Urban PHC,69.4,73.0,Contained
Tripura,Tripura District 7,2019,Q3,Cholera,1090,38,3.49,28,427,100,107,Urban PHC,71.8,77.5,Active
Tamil Nadu,Tamil District 3,2022,Q3,Kala-azar,3105,126,4.06,18,322,131,250,Community Health Centre,77.6,78.5,Active
Odisha,Odisha District 4,2023,Q1,COVID-19,4211,151,3.59,11,294,112,128,Community Health Centre,81.5,72.2,Active
Jharkhand,Jharkhand District 6,2021,Q1,Leptospirosis,1981,87,4.39,41,673,308,386,Primary Health Centre,71.3,76.3,Contained
Puducherry,Puducherry District 2,2023,Q3,Malaria,1767,39,2.21,41,559,186,385,Community Health Centre,73.2,48.6,Active
Delhi,Delhi District 4,2020,Q3,Chikungunya,8112,347,4.28,6,134,45,55,Sub-Centre,73.2,68.0,Active
Sikkim,Sikkim District 6,2022,Q3,Cholera,5289,108,2.04,32,486,189,443,Community Health Centre,61.8,56.1,Active
Tripura,Tripura District 3,2022,Q4,Kala-azar,8851,356,4.02,39,667,104,206,District Hospital,60.6,45.7,Contained
Jharkhand,Jharkhand District 4,2022,Q4,Pneumonia,6350,107,1.69,35,365,49,145,Urban PHC,64.0,40.1,Active
Manipur,Manipur District 3,2022,Q2,Leptospirosis,7812,159,2.04,39,572,181,270,Community Health Centre,84.9,54.3,Active
Delhi,Delhi District 3,2020,Q2,Leptospirosis,5599,165,2.95,11,174,51,74,Urban PHC,60.7,46.3,Active
Bihar,Bihar District 7,2023,Q4,Kala-azar,1650,60,3.64,41,1048,329,717,Urban PHC,90.7,48.9,Active
Chandigarh,Chandigarh District 7,2019,Q4,Japanese Encephalitis,8674,341,3.93,16,162,44,89,Sub-Centre,70.9,51.5,Active
Himachal Pradesh,Himachal District 4,2022,Q3,Hepatitis B,7290,170,2.33,34,774,88,169,Urban PHC,72.8,42.9,Active
Himachal Pradesh,Himachal District 7,2020,Q1,Typhoid,4981,247,4.96,29,839,119,209,Urban PHC,81.8,55.6,Contained
Rajasthan,Rajasthan District 4,2019,Q4,Cholera,3516,107,3.04,47,1098,116,270,Community Health Centre,70.6,40.3,Active
Uttar Pradesh,Uttar District 4,2020,Q1,Typhoid,2067,46,2.23,28,620,291,499,Primary Health Centre,86.4,63.9,Active
Karnataka,Karnataka District 1,2020,Q4,COVID-19,3997,134,3.35,32,524,142,253,Primary Health Centre,84.6,73.6,Active
Telangana,Telangana District 7,2021,Q1,Pneumonia,8873,169,1.90,48,756,230,409,Primary Health Centre,69.4,73.1,Active
Haryana,Haryana District 3,2022,Q2,Chikungunya,1926,57,2.96,20,221,110,287,Urban PHC,79.1,40.4,Active
Uttar Pradesh,Uttar District 3,2019,Q3,Diarrhoea,5612,35,0.62,33,339,53,127,Primary Health Centre,58.4,75.4,Active
Uttar Pradesh,Uttar District 2,2022,Q1,Malaria,4958,164,3.31,42,632,115,240,Sub-Centre,80.8,52.5,Active
Chhattisgarh,Chhattisgarh District 8,2021,Q2,Diarrhoea,2007,41,2.04,39,1123,297,547,Sub-Centre,66.2,40.8,Active
Sikkim,Sikkim District 1,2018,Q2,Tuberculosis,1945,15,0.77,45,1294,497,524,Primary Health Centre,84.2,61.4,Active
Tamil Nadu,Tamil District 2,2019,Q2,Dengue,6378,66,1.03,54,678,193,259,District Hospital,76.2,70.2,Active
Rajasthan,Rajasthan District 4,2019,Q4,COVID-19,5035,189,3.75,38,519,129,205,Community Health Centre,70.7,78.6,Active
Nagaland,Nagaland District 5,2022,Q3,Hepatitis B,5125,126,2.46,26,755,263,705,Primary Health Centre,67.2,69.7,Active
Manipur,Manipur District 1,2023,Q3,Hepatitis B,673,11,1.63,33,552,118,336,Urban PHC,74.8,76.6,Active
Uttarakhand,Uttarakhand District 6,2022,Q4,COVID-19,2666,55,2.06,35,377,167,203,Sub-Centre,57.2,62.8,Active
Mizoram,Mizoram District 4,2018,Q4,Pneumonia,2235,59,2.64,49,568,205,233,Urban PHC,79.3,49.6,Active
Sikkim,Sikkim District 5,2022,Q1,Pneumonia,8171,309,3.78,21,443,215,602,Sub-Centre,80.1,51.4,Active
Kerala,Kerala District 2,2023,Q4,Diarrhoea,121,4,3.31,48,480,59,141,Primary Health Centre,89.3,73.3,Active
Chhattisgarh,Chhattisgarh District 7,2022,Q4,Hepatitis B,3508,89,2.54,23,479,55,56,Urban PHC,80.9,66.9,Active
Maharashtra,Maharashtra District 1,2021,Q3,Dengue,1609,69,4.29,5,99,30,33,District Hospital,93.4,79.9,Active
Meghalaya,Meghalaya District 1,2023,Q2,COVID-19,3322,38,1.14,25,577,133,156,Urban PHC,70.0,51.2,Active
Sikkim,Sikkim District 8,2021,Q1,Pneumonia,5773,279,4.83,36,1041,492,1440,Sub-Centre,70.4,55.8,Active
Jharkhand,Jharkhand District 5,2022,Q4,Malaria,2718,41,1.51,30,518,66,101,Sub-Centre,93.6,54.8,Active
Uttarakhand,Uttarakhand District 6,2022,Q1,Chikungunya,8508,99,1.16,21,227,34,85,Urban PHC,78.5,47.4,Contained
Maharashtra,Maharashtra District 7,2020,Q4,Cholera,6909,314,4.54,38,676,95,206,Primary Health Centre,93.0,56.1,Active
Karnataka,Karnataka District 1,2022,Q1,Malaria,3849,155,4.03,19,473,155,308,Sub-Centre,79.6,71.5,Active
Manipur,Manipur District 3,2023,Q2,Pneumonia,3144,119,3.78,36,757,128,151,District Hospital,76.5,44.6,Contained
Meghalaya,Meghalaya District 1,2022,Q4,Pneumonia,1426,30,2.10,43,1071,388,1162,Urban PHC,64.7,78.8,Active
Mizoram,Mizoram District 2,2019,Q4,Tuberculosis,4970,28,0.56,12,353,143,391,Urban PHC,76.8,47.4,Active
Mizoram,Mizoram District 8,2019,Q4,Cholera,7791,363,4.66,51,1429,242,303,District Hospital,77.6,45.8,Active
Meghalaya,Meghalaya District 4,2020,Q4,Malaria,5808,43,0.74,7,165,70,105,Primary Health Centre,73.5,54.6,Active
West Bengal,West District 6,2020,Q3,COVID-19,207,9,4.35,51,740,151,175,District Hospital,91.1,73.1,Active
